period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
1/1/2012,1/31/2012,"St. Francois County, MO",Missouri,MO,Single Family Residential," $59,000.00 "," $89,900.00 ", 17.00 , 11.00 , 30.00 , 80.00 , 4.70 , 83.00 ,92.53%,11.76%
1/1/2012,1/31/2012,"Santa Cruz County, AZ",Arizona,AZ,Single Family Residential," $88,450.00 "," $110,000.00 ", 34.00 , 14.00 , 70.00 , 346.00 , 10.20 , 136.00 ,94.02%,11.76%
1/1/2012,1/31/2012,"Clarendon County, SC",South Carolina,SC,Single Family Residential," $130,000.00 ",, 1.00 ,,, 5.00 , 5.00 ," 2,640.00 ",86.72%,0.00%
1/1/2012,1/31/2012,"Sauk County, WI",Wisconsin,WI,Single Family Residential," $132,000.00 "," $138,950.00 ", 37.00 , 8.00 , 41.00 , 414.00 , 11.20 , 236.00 ,91.71%,8.11%
1/1/2012,1/31/2012,"Hampshire County, WV",West Virginia,WV,Single Family Residential," $75,400.00 "," $129,900.00 ", 10.00 , 7.00 , 29.00 , 263.00 , 26.30 , 178.00 ,90.43%,0.00%
1/1/2012,1/31/2012,"Washington County, GA",Georgia,GA,Single Family Residential," $30,000.00 "," $149,900.00 ", 3.00 ,, 5.00 , 27.00 , 9.00 , 180.00 ,79.72%,0.00%
1/1/2012,1/31/2012,"Oswego County, NY",New York,NY,Single Family Residential," $88,000.00 "," $92,200.00 ", 47.00 , 9.00 , 70.00 , 694.00 , 14.80 , 193.00 ,94.08%,6.38%
1/1/2012,1/31/2012,"Haralson County, GA",Georgia,GA,Single Family Residential," $106,750.00 "," $69,000.00 ", 10.00 , 13.00 , 29.00 , 79.00 , 7.90 , 68.00 ,96.77%,10.00%
1/1/2012,1/31/2012,"Okaloosa County, FL",Florida,FL,Single Family Residential," $170,400.00 "," $153,000.00 ", 120.00 , 1.00 , 15.00 , 64.00 , 0.50 , 154.00 ,96.30%,12.50%
1/1/2012,1/31/2012,"Bourbon County, KS",Kansas,KS,Single Family Residential," $39,000.00 "," $42,750.00 ", 6.00 , 2.00 , 12.00 , 105.00 , 17.50 , 134.00 ,90.61%,0.00%
1/1/2012,1/31/2012,"Stafford County, VA",Virginia,VA,Single Family Residential," $251,000.00 "," $284,573.50 ", 87.00 , 78.00 , 135.00 , 386.00 , 4.40 , 56.00 ,97.79%,19.54%
1/1/2012,1/31/2012,"Evans County, GA",Georgia,GA,Single Family Residential," $226,000.00 "," $162,000.00 ", 2.00 ,, 2.00 , 29.00 , 14.50 , 462.00 ,97.04%,0.00%
1/1/2012,1/31/2012,"Baker County, FL",Florida,FL,Single Family Residential," $165,850.00 "," $136,900.00 ", 4.00 , 2.00 , 11.00 , 78.00 , 19.50 , 158.00 ,99.87%,25.00%
1/1/2012,1/31/2012,"Los Alamos County, NM",New Mexico,NM,Single Family Residential," $298,750.00 "," $282,450.00 ", 7.00 , 1.00 , 6.00 , 44.00 , 6.30 , 111.00 ,98.00%,0.00%
1/1/2012,1/31/2012,"Montgomery County, IN",Indiana,IN,Single Family Residential," $100,000.00 "," $81,200.00 ", 24.00 , 8.00 , 36.00 , 252.00 , 10.50 , 141.00 ,95.10%,12.50%
1/1/2012,1/31/2012,"Rush County, IN",Indiana,IN,Single Family Residential," $37,750.00 "," $66,950.00 ", 4.00 , 2.00 , 20.00 , 88.00 , 22.00 , 177.00 ,85.58%,0.00%
1/1/2012,1/31/2012,"Washington County, MD",Maryland,MD,Single Family Residential," $165,000.00 "," $168,500.00 ", 58.00 , 38.00 , 66.00 , 435.00 , 7.50 , 95.00 ,93.47%,6.90%
1/1/2012,1/31/2012,"Columbiana County, OH",Ohio,OH,Single Family Residential," $65,500.00 "," $74,900.00 ", 48.00 , 15.00 , 66.00 , 436.00 , 9.10 , 146.00 ,93.16%,8.33%
1/1/2012,1/31/2012,"Warren County, NY",New York,NY,Single Family Residential," $170,000.00 "," $194,000.00 ", 34.00 , 5.00 , 57.00 , 580.00 , 17.10 , 283.00 ,94.87%,14.71%
1/1/2012,1/31/2012,"Adams County, WA",Washington,WA,Single Family Residential," $107,500.00 "," $95,000.00 ", 6.00 , 2.00 , 11.00 , 71.00 , 11.80 , 194.00 ,87.04%,16.67%
1/1/2012,1/31/2012,"Jackson County, GA",Georgia,GA,Single Family Residential," $113,950.00 "," $125,725.00 ", 40.00 , 27.00 , 70.00 , 350.00 , 8.80 , 75.00 ,94.97%,12.50%
1/1/2012,1/31/2012,"San Jacinto County, TX",Texas,TX,Single Family Residential," $117,500.00 "," $139,450.00 ", 13.00 , 8.00 , 21.00 , 168.00 , 12.90 , 91.00 ,89.80%,0.00%
1/1/2012,1/31/2012,"Windsor County, VT",Vermont,VT,Single Family Residential," $179,500.00 "," $213,900.00 ", 23.00 , 1.00 , 30.00 , 276.00 , 12.00 , 248.00 ,88.67%,0.00%
1/1/2012,1/31/2012,"Bartow County, GA",Georgia,GA,Single Family Residential," $65,950.00 "," $89,900.00 ", 63.00 , 54.00 , 142.00 , 534.00 , 8.50 , 70.00 ,91.57%,14.29%
1/1/2012,1/31/2012,"Clallam County, WA",Washington,WA,Single Family Residential," $130,000.00 "," $196,500.00 ", 23.00 , 14.00 , 24.00 , 302.00 , 13.10 , 96.00 ,93.44%,13.04%
1/1/2012,1/31/2012,"Stephenson County, IL",Illinois,IL,Single Family Residential," $39,000.00 "," $147,500.00 ", 3.00 , 2.00 , 5.00 , 25.00 , 8.30 , 81.00 ,96.45%,0.00%
1/1/2012,1/31/2012,"Rappahannock County, VA",Virginia,VA,Single Family Residential," $95,000.00 "," $329,900.00 ", 5.00 , 3.00 , 7.00 , 73.00 , 14.60 , 52.00 ,89.32%,0.00%
1/1/2012,1/31/2012,"Cache County, UT",Utah,UT,Single Family Residential," $159,145.00 "," $160,000.00 ", 38.00 , 17.00 , 89.00 , 551.00 , 14.50 , 135.00 ,98.25%,18.42%
1/1/2012,1/31/2012,"St. Joseph County, MI",Michigan,MI,Single Family Residential," $58,000.00 "," $84,900.00 ", 30.00 , 11.00 , 38.00 , 304.00 , 10.10 , 171.00 ,89.00%,6.67%
1/1/2012,1/31/2012,"Clay County, MO",Missouri,MO,Single Family Residential," $120,000.00 "," $139,950.00 ", 158.00 ,, 304.00 ,, 9.50 , 126.00 ,,
1/1/2012,1/31/2012,"Wyandotte County, KS",Kansas,KS,Single Family Residential," $32,750.00 "," $64,900.00 ", 98.00 ,, 161.00 ,, 7.90 , 92.00 ,,
1/1/2012,1/31/2012,"Yamhill County, OR",Oregon,OR,Single Family Residential," $159,000.00 "," $189,900.00 ", 53.00 , 31.00 , 61.00 , 398.00 , 7.50 , 143.00 ,97.13%,13.21%
1/1/2012,1/31/2012,"Chisago County, MN",Minnesota,MN,Single Family Residential," $108,250.00 "," $149,900.00 ", 36.00 , 27.00 , 59.00 , 322.00 , 8.90 , 70.00 ,95.09%,13.89%
1/1/2012,1/31/2012,"Page County, VA",Virginia,VA,Single Family Residential," $105,000.00 "," $139,900.00 ", 10.00 , 6.00 , 23.00 , 131.00 , 13.10 , 58.00 ,93.43%,10.00%
1/1/2012,1/31/2012,"Idaho County, ID",Idaho,ID,Single Family Residential," $57,000.00 "," $182,000.00 ", 5.00 , 1.00 , 8.00 , 75.00 , 15.00 , 251.00 ,96.73%,0.00%
1/1/2012,1/31/2012,"Levy County, FL",Florida,FL,Single Family Residential," $81,750.00 "," $169,900.00 ", 8.00 , 1.00 , 9.00 , 56.00 , 7.00 , 169.00 ,90.11%,0.00%
1/1/2012,1/31/2012,"Millard County, UT",Utah,UT,Single Family Residential," $144,000.00 "," $109,500.00 ", 3.00 , 1.00 , 6.00 , 41.00 , 13.70 , 126.00 ,90.93%,0.00%
1/1/2012,1/31/2012,"Gage County, NE",Nebraska,NE,Single Family Residential," $42,687.50 "," $105,000.00 ", 8.00 , 3.00 , 13.00 , 78.00 , 9.80 , 140.00 ,103.04%,25.00%
1/1/2012,1/31/2012,"Livingston Parish, LA",Louisiana,LA,Single Family Residential," $141,000.00 "," $154,450.00 ", 84.00 , 23.00 , 106.00 , 555.00 , 6.60 , 136.00 ,97.34%,17.86%
1/1/2012,1/31/2012,"Madison County, MS",Mississippi,MS,Single Family Residential," $173,200.00 "," $198,500.00 ", 48.00 , 15.00 , 86.00 , 603.00 , 12.60 , 241.00 ,95.31%,6.25%
1/1/2012,1/31/2012,"Wilkin County, MN",Minnesota,MN,Single Family Residential," $80,000.00 "," $129,900.00 ", 2.00 , 1.00 , 1.00 , 5.00 , 2.50 , 158.00 ,91.32%,0.00%
1/1/2012,1/31/2012,"Floyd County, GA",Georgia,GA,Single Family Residential," $40,099.50 "," $115,000.00 ", 44.00 , 21.00 , 86.00 , 564.00 , 12.80 , 120.00 ,91.64%,22.73%
1/1/2012,1/31/2012,"Williamson County, TX",Texas,TX,Single Family Residential," $165,500.00 "," $189,843.00 ", 352.00 , 326.00 , 589.00 ," 1,881.00 ", 5.30 , 76.00 ,97.06%,15.06%
1/1/2012,1/31/2012,"Sacramento County, CA",California,CA,Single Family Residential," $158,900.00 "," $154,900.00 "," 1,299.00 "," 1,071.00 "," 1,839.00 "," 5,450.00 ", 4.20 , 61.00 ,98.80%,35.33%
1/1/2012,1/31/2012,"Montcalm County, MI",Michigan,MI,Single Family Residential," $62,000.00 "," $44,900.00 ", 39.00 , 17.00 , 39.00 , 380.00 , 9.70 , 133.00 ,91.58%,17.95%
1/1/2012,1/31/2012,"Rhea County, TN",Tennessee,TN,Single Family Residential," $156,500.00 ",, 2.00 ,,, 1.00 , 0.50 ,,96.95%,0.00%
1/1/2012,1/31/2012,"Pepin County, WI",Wisconsin,WI,Single Family Residential," $44,950.00 "," $94,900.00 ", 2.00 , 2.00 , 4.00 , 60.00 , 30.00 , 55.00 ,95.09%,0.00%
1/1/2012,1/31/2012,"Hubbard County, MN",Minnesota,MN,Single Family Residential," $110,000.00 "," $113,950.00 ", 17.00 , 1.00 , 20.00 , 209.00 , 12.30 , 240.00 ,87.99%,11.76%
1/1/2012,1/31/2012,"Dodge County, MN",Minnesota,MN,Single Family Residential," $133,900.00 "," $152,450.00 ", 15.00 , 3.00 , 12.00 , 116.00 , 7.70 , 207.00 ,98.47%,20.00%
1/1/2012,1/31/2012,"Jackson County, MO",Missouri,MO,Single Family Residential," $74,000.00 "," $98,500.00 ", 465.00 ,, 839.00 ,, 8.80 , 111.00 ,,
1/1/2012,1/31/2012,"Roane County, TN",Tennessee,TN,Single Family Residential," $73,000.00 ",, 14.00 ,,, 11.00 , 0.80 , 274.00 ,85.59%,0.00%
1/1/2012,1/31/2012,"Wolfe County, KY",Kentucky,KY,Single Family Residential," $89,000.00 "," $32,500.00 ", 1.00 ,, 1.00 , 4.00 , 4.00 , 174.00 ,100.00%,0.00%
1/1/2012,1/31/2012,"Alamosa County, CO",Colorado,CO,Single Family Residential," $107,000.00 "," $89,497.50 ", 6.00 , 1.00 , 8.00 , 68.00 , 11.30 , 130.00 ,94.22%,0.00%
1/1/2012,1/31/2012,"Jefferson County, WI",Wisconsin,WI,Single Family Residential," $131,950.00 "," $214,900.00 ", 42.00 , 5.00 , 39.00 , 494.00 , 11.80 , 209.00 ,95.46%,14.29%
1/1/2012,1/31/2012,"Hopewell, VA",Virginia,VA,Single Family Residential," $54,250.00 "," $105,000.00 ", 14.00 , 6.00 , 32.00 , 114.00 , 8.10 , 87.00 ,92.54%,14.29%
1/1/2012,1/31/2012,"Montague County, TX",Texas,TX,Single Family Residential," $55,000.00 "," $79,900.00 ", 7.00 , 5.00 , 18.00 , 85.00 , 12.10 , 375.00 ,89.73%,0.00%
1/1/2012,1/31/2012,"Orleans Parish, LA",Louisiana,LA,Single Family Residential," $142,100.00 "," $160,000.00 ", 129.00 , 43.00 , 190.00 ," 1,443.00 ", 11.20 , 153.00 ,93.07%,12.40%
1/1/2012,1/31/2012,"Blanco County, TX",Texas,TX,Single Family Residential," $182,500.00 "," $439,900.00 ", 1.00 ,, 5.00 , 51.00 , 51.00 , 159.00 ,98.65%,0.00%
1/1/2012,1/31/2012,"Bartholomew County, IN",Indiana,IN,Single Family Residential," $125,000.00 "," $140,900.00 ", 51.00 , 22.00 , 65.00 , 277.00 , 5.40 , 104.00 ,92.84%,9.80%
1/1/2012,1/31/2012,"Franklin County, NC",North Carolina,NC,Single Family Residential," $139,000.00 "," $169,900.00 ", 29.00 , 20.00 , 73.00 , 329.00 , 11.30 , 116.00 ,96.13%,10.34%
1/1/2012,1/31/2012,"Kent County, RI",Rhode Island,RI,Single Family Residential," $148,900.00 "," $159,900.00 ", 106.00 , 60.00 , 183.00 , 887.00 , 8.40 , 85.00 ,93.15%,11.32%
1/1/2012,1/31/2012,"Lincoln County, OK",Oklahoma,OK,Single Family Residential," $127,500.00 "," $109,900.00 ", 17.00 , 5.00 ,,, 5.20 ,,92.73%,5.88%
1/1/2012,1/31/2012,"Middlesex County, CT",Connecticut,CT,Single Family Residential," $240,320.00 "," $257,400.00 ", 63.00 , 20.00 , 151.00 ," 1,022.00 ", 16.20 , 169.00 ,94.22%,9.52%
1/1/2012,1/31/2012,"Uvalde County, TX",Texas,TX,Single Family Residential," $155,000.00 "," $133,000.00 ", 18.00 , 5.00 , 8.00 , 33.00 , 1.80 , 166.00 ,89.77%,0.00%
1/1/2012,1/31/2012,"Ocean County, NJ",New Jersey,NJ,Single Family Residential," $192,563.00 "," $249,000.00 ", 427.00 , 110.00 , 858.00 ," 3,637.00 ", 8.50 , 145.00 ,92.76%,6.56%
1/1/2012,1/31/2012,"Dunn County, WI",Wisconsin,WI,Single Family Residential," $140,000.00 "," $126,900.00 ", 21.00 , 6.00 , 24.00 , 239.00 , 11.40 , 146.00 ,95.67%,14.29%
1/1/2012,1/31/2012,"Telfair County, GA",Georgia,GA,Single Family Residential," $200,000.00 "," $137,000.00 ", 1.00 , 2.00 , 2.00 , 10.00 , 10.00 , 93.00 ,87.72%,0.00%
1/1/2012,1/31/2012,"Bourbon County, KY",Kentucky,KY,Single Family Residential," $95,000.00 "," $82,000.00 ", 9.00 , 7.00 , 13.00 , 83.00 , 9.20 , 116.00 ,95.28%,11.11%
1/1/2012,1/31/2012,"Island County, WA",Washington,WA,Single Family Residential," $210,750.00 "," $247,450.00 ", 40.00 , 31.00 , 76.00 , 567.00 , 14.20 , 124.00 ,94.62%,2.50%
1/1/2012,1/31/2012,"Livingston County, IL",Illinois,IL,Single Family Residential," $65,500.00 "," $84,900.00 ", 18.00 , 3.00 , 16.00 , 226.00 , 12.60 , 189.00 ,90.81%,0.00%
1/1/2012,1/31/2012,"Fulton County, NY",New York,NY,Single Family Residential," $94,000.00 "," $145,000.00 ", 24.00 , 10.00 , 21.00 , 240.00 , 10.00 , 139.00 ,89.78%,8.33%
1/1/2012,1/31/2012,"Chautauqua County, NY",New York,NY,Single Family Residential," $76,000.00 "," $77,750.00 ", 29.00 , 6.00 , 37.00 , 469.00 , 16.20 , 183.00 ,91.81%,3.45%
1/1/2012,1/31/2012,"Clackamas County, OR",Oregon,OR,Single Family Residential," $225,400.00 "," $260,747.50 ", 271.00 , 148.00 , 365.00 ," 1,670.00 ", 6.20 , 124.00 ,96.80%,20.30%
1/1/2012,1/31/2012,"Auglaize County, OH",Ohio,OH,Single Family Residential," $82,000.00 "," $114,750.00 ", 18.00 , 7.00 , 30.00 , 214.00 , 11.90 , 133.00 ,93.90%,5.56%
1/1/2012,1/31/2012,"Uintah County, UT",Utah,UT,Single Family Residential," $145,000.00 "," $194,900.00 ", 33.00 , 16.00 , 49.00 , 197.00 , 6.00 , 99.00 ,99.90%,21.21%
1/1/2012,1/31/2012,"Umatilla County, OR",Oregon,OR,Single Family Residential," $99,900.00 "," $133,650.00 ", 29.00 , 20.00 , 24.00 , 193.00 , 6.70 , 61.00 ,94.56%,10.34%
1/1/2012,1/31/2012,"Humphreys County, TN",Tennessee,TN,Single Family Residential," $153,250.00 "," $102,450.00 ", 6.00 , 4.00 , 24.00 , 136.00 , 22.70 , 136.00 ,93.66%,0.00%
1/1/2012,1/31/2012,"Limestone County, AL",Alabama,AL,Single Family Residential," $145,985.00 "," $169,950.00 ", 60.00 , 14.00 , 86.00 , 418.00 , 7.00 , 167.00 ,97.79%,16.67%
1/1/2012,1/31/2012,"Effingham County, GA",Georgia,GA,Single Family Residential," $148,000.00 "," $145,000.00 ", 11.00 , 5.00 , 40.00 , 225.00 , 20.50 , 91.00 ,96.19%,9.09%
1/1/2012,1/31/2012,"Lucas County, OH",Ohio,OH,Single Family Residential," $50,000.00 "," $69,900.00 ", 251.00 , 141.00 , 472.00 ," 2,542.00 ", 10.10 , 98.00 ,93.21%,15.14%
1/1/2012,1/31/2012,"Ripley County, MO",Missouri,MO,Single Family Residential," $9,800.00 "," $49,900.00 ", 1.00 , 1.00 , 3.00 , 10.00 , 10.00 , 41.00 ,98.00%,0.00%
1/1/2012,1/31/2012,"Sutter County, CA",California,CA,Single Family Residential," $142,500.00 ",, 6.00 ,,, 3.00 , 0.50 , 200.00 ,100.37%,50.00%
1/1/2012,1/31/2012,"Dorchester County, SC",South Carolina,SC,Single Family Residential," $164,972.50 "," $187,000.00 ", 104.00 , 31.00 , 180.00 , 937.00 , 9.00 , 197.00 ,94.94%,15.38%
1/1/2012,1/31/2012,"Morgan County, CO",Colorado,CO,Single Family Residential," $94,500.00 "," $127,000.00 ", 17.00 , 6.00 , 30.00 , 99.00 , 5.80 , 150.00 ,91.66%,5.88%
1/1/2012,1/31/2012,"Hardeman County, TN",Tennessee,TN,Single Family Residential," $21,250.00 "," $65,000.00 ", 2.00 , 1.00 , 3.00 , 6.00 , 3.00 , 54.00 ,84.45%,0.00%
1/1/2012,1/31/2012,"St. John the Baptist Parish, LA",Louisiana,LA,Single Family Residential," $124,900.00 "," $119,900.00 ", 21.00 , 2.00 , 30.00 , 238.00 , 11.30 , 259.00 ,97.48%,9.52%
1/1/2012,1/31/2012,"Mercer County, PA",Pennsylvania,PA,Single Family Residential," $48,000.00 "," $112,450.00 ", 2.00 ,, 2.00 , 47.00 , 23.50 , 124.00 ,84.28%,0.00%
1/1/2012,1/31/2012,"Grafton County, NH",New Hampshire,NH,Single Family Residential," $175,250.00 "," $189,900.00 ", 34.00 , 6.00 , 67.00 , 335.00 , 9.90 , 136.00 ,93.44%,8.82%
1/1/2012,1/31/2012,"Arlington County, VA",Virginia,VA,Single Family Residential," $660,000.00 "," $519,000.00 ", 49.00 , 48.00 , 87.00 , 180.00 , 3.70 , 71.00 ,97.61%,4.08%
1/1/2012,1/31/2012,"Multnomah County, OR",Oregon,OR,Single Family Residential," $225,000.00 "," $218,500.00 ", 425.00 , 316.00 , 506.00 ," 1,844.00 ", 4.30 , 77.00 ,98.36%,26.35%
1/1/2012,1/31/2012,"Caldwell County, NC",North Carolina,NC,Single Family Residential," $71,000.00 ",, 1.00 ,,, 2.00 , 2.00 , 121.00 ,101.57%,100.00%
1/1/2012,1/31/2012,"Vernon County, WI",Wisconsin,WI,Single Family Residential," $107,000.00 "," $87,000.00 ", 9.00 , 1.00 , 10.00 , 111.00 , 12.30 , 229.00 ,89.51%,0.00%
1/1/2012,1/31/2012,"Wyoming County, PA",Pennsylvania,PA,Single Family Residential," $99,950.00 ",, 4.00 ,,,,,,102.79%,50.00%
1/1/2012,1/31/2012,"Nassau County, NY",New York,NY,Single Family Residential," $396,000.00 "," $409,500.00 ", 522.00 , 228.00 ," 1,043.00 "," 5,318.00 ", 10.20 , 115.00 ,93.72%,5.36%
1/1/2012,1/31/2012,"Union County, FL",Florida,FL,Single Family Residential," $270,000.00 "," $139,450.00 ", 1.00 ,, 2.00 , 9.00 , 9.00 , 172.00 ,95.07%,0.00%
1/1/2012,1/31/2012,"Seneca County, OH",Ohio,OH,Single Family Residential," $76,000.00 "," $48,900.00 ", 9.00 , 1.00 , 26.00 , 172.00 , 19.10 , 173.00 ,88.98%,0.00%
1/1/2012,1/31/2012,"Northampton County, PA",Pennsylvania,PA,Single Family Residential," $164,000.00 "," $168,000.00 ", 111.00 , 46.00 , 265.00 ," 1,392.00 ", 12.50 , 158.00 ,93.83%,7.21%
1/1/2012,1/31/2012,"Orange County, IN",Indiana,IN,Single Family Residential," $39,500.00 "," $39,000.00 ", 3.00 , 3.00 , 3.00 , 7.00 , 2.30 , 29.00 ,81.82%,0.00%
1/1/2012,1/31/2012,"Portage County, WI",Wisconsin,WI,Single Family Residential," $124,500.00 "," $121,200.00 ", 23.00 , 7.00 , 28.00 , 351.00 , 15.30 , 152.00 ,93.71%,17.39%
1/1/2012,1/31/2012,"Benewah County, ID",Idaho,ID,Single Family Residential," $55,000.00 "," $188,000.00 ", 3.00 , 1.00 , 7.00 , 82.00 , 27.30 , 238.00 ,97.17%,0.00%
1/1/2012,1/31/2012,"Merced County, CA",California,CA,Single Family Residential," $110,000.00 "," $114,900.00 ", 194.00 , 200.00 , 291.00 , 776.00 , 4.00 , 57.00 ,97.06%,28.35%
1/1/2012,1/31/2012,"Grand Isle County, VT",Vermont,VT,Single Family Residential," $161,000.00 "," $275,000.00 ", 6.00 , 1.00 , 3.00 , 39.00 , 6.50 , 229.00 ,85.50%,0.00%
1/1/2012,1/31/2012,"Ingham County, MI",Michigan,MI,Single Family Residential," $59,900.00 "," $64,950.00 ", 229.00 , 109.00 , 311.00 ," 1,574.00 ", 6.90 , 116.00 ,95.18%,20.09%
1/1/2012,1/31/2012,"Nolan County, TX",Texas,TX,Single Family Residential," $74,000.00 ",, 1.00 ,,, 2.00 , 2.00 , 161.00 ,78.72%,0.00%
1/1/2012,1/31/2012,"Washoe County, NV",Nevada,NV,Single Family Residential," $125,750.00 "," $144,900.00 ", 520.00 , 411.00 , 603.00 ," 1,835.00 ", 3.50 , 62.00 ,96.96%,21.54%
1/1/2012,1/31/2012,"Rockcastle County, KY",Kentucky,KY,Single Family Residential," $71,500.00 "," $92,450.00 ", 1.00 , 2.00 , 4.00 , 22.00 , 22.00 , 166.00 ,89.49%,0.00%
1/1/2012,1/31/2012,"Benton County, MN",Minnesota,MN,Single Family Residential," $94,680.00 "," $124,500.00 ", 14.00 , 7.00 , 41.00 , 204.00 , 14.60 , 120.00 ,95.25%,14.29%
1/1/2012,1/31/2012,"Polk County, WI",Wisconsin,WI,Single Family Residential," $77,450.00 "," $99,000.00 ", 22.00 , 16.00 , 58.00 , 392.00 , 17.80 , 184.00 ,88.05%,0.00%
1/1/2012,1/31/2012,"Davis County, UT",Utah,UT,Single Family Residential," $187,100.00 "," $199,900.00 ", 162.00 , 73.00 , 308.00 ," 1,468.00 ", 9.10 , 140.00 ,97.78%,25.93%
1/1/2012,1/31/2012,"Greenville County, SC",South Carolina,SC,Single Family Residential," $149,200.00 "," $164,900.00 ", 272.00 , 181.00 , 499.00 ," 2,379.00 ", 8.70 , 109.00 ,94.97%,9.56%
1/1/2012,1/31/2012,"Yancey County, NC",North Carolina,NC,Single Family Residential," $216,250.00 "," $149,900.00 ", 4.00 , 1.00 , 9.00 , 50.00 , 12.50 , 461.00 ,84.92%,0.00%
1/1/2012,1/31/2012,"Baltimore City County, MD",Maryland,MD,Single Family Residential," $100,000.00 "," $94,900.00 ", 63.00 , 39.00 , 123.00 , 619.00 , 9.80 , 85.00 ,93.57%,17.46%
1/1/2012,1/31/2012,"Union County, OR",Oregon,OR,Single Family Residential," $155,000.00 "," $125,000.00 ", 17.00 , 10.00 , 19.00 , 92.00 , 5.40 , 121.00 ,92.18%,5.88%
1/1/2012,1/31/2012,"Ada County, ID",Idaho,ID,Single Family Residential," $137,000.00 "," $157,000.00 ", 383.00 , 218.00 , 466.00 ," 2,409.00 ", 6.30 , 138.00 ,98.88%,26.89%
1/1/2012,1/31/2012,"Morgan County, TN",Tennessee,TN,Single Family Residential," $36,250.00 "," $69,900.00 ", 8.00 , 1.00 , 5.00 , 69.00 , 8.60 , 459.00 ,96.57%,12.50%
1/1/2012,1/31/2012,"Boyle County, KY",Kentucky,KY,Single Family Residential," $113,250.00 "," $173,700.00 ", 6.00 , 3.00 , 19.00 , 103.00 , 17.20 , 170.00 ,94.31%,16.67%
1/1/2012,1/31/2012,"Lapeer County, MI",Michigan,MI,Single Family Residential," $84,000.00 "," $84,900.00 ", 65.00 , 50.00 , 111.00 , 444.00 , 6.80 , 46.00 ,97.14%,27.69%
1/1/2012,1/31/2012,"Fauquier County, VA",Virginia,VA,Single Family Residential," $279,900.00 "," $299,900.00 ", 45.00 , 51.00 , 88.00 , 326.00 , 7.20 , 81.00 ,95.09%,6.67%
1/1/2012,1/31/2012,"Freeborn County, MN",Minnesota,MN,Single Family Residential," $73,000.00 "," $62,400.00 ", 16.00 , 6.00 , 17.00 , 186.00 , 11.60 , 139.00 ,91.53%,12.50%
1/1/2012,1/31/2012,"Tooele County, UT",Utah,UT,Single Family Residential," $150,000.00 "," $155,500.00 ", 39.00 , 20.00 , 87.00 , 420.00 , 10.80 , 127.00 ,97.59%,17.95%
1/1/2012,1/31/2012,"Colorado County, TX",Texas,TX,Single Family Residential," $135,625.00 "," $187,000.00 ", 4.00 , 2.00 , 5.00 , 52.00 , 13.00 , 67.00 ,94.89%,0.00%
1/1/2012,1/31/2012,"Berkeley County, WV",West Virginia,WV,Single Family Residential," $119,000.00 "," $134,900.00 ", 70.00 , 68.00 , 155.00 , 549.00 , 7.80 , 56.00 ,96.40%,18.57%
