period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
1/1/2016,1/31/2016,"Carson City, NV",Nevada,NV,Single Family Residential," $238,000.00 "," $234,950.00 ", 43.00 , 26.00 , 43.00 , 165.00 , 3.80 , 80.00 ,98.08%,13.95%
1/1/2016,1/31/2016,"Lancaster County, SC",South Carolina,SC,Single Family Residential," $277,776.00 "," $296,800.00 ", 63.00 ,, 141.00 , 532.00 , 8.40 , 103.00 ,97.38%,12.70%
1/1/2016,1/31/2016,"Licking County, OH",Ohio,OH,Single Family Residential," $163,500.00 "," $167,500.00 ", 122.00 , 79.00 , 157.00 , 657.00 , 5.40 , 80.00 ,96.89%,11.48%
1/1/2016,1/31/2016,"Macon County, TN",Tennessee,TN,Single Family Residential," $84,000.00 "," $139,500.00 ", 18.00 , 7.00 , 22.00 , 107.00 , 5.90 , 135.00 ,95.10%,5.56%
1/1/2016,1/31/2016,"Bleckley County, GA",Georgia,GA,Single Family Residential," $21,000.00 "," $110,000.00 ", 2.00 , 1.00 , 3.00 , 19.00 , 9.50 , 48.00 ,63.29%,0.00%
1/1/2016,1/31/2016,"Kenton County, KY",Kentucky,KY,Single Family Residential," $124,950.00 "," $134,500.00 ", 120.00 , 60.00 , 179.00 , 862.00 , 7.20 , 103.00 ,95.24%,12.50%
1/1/2016,1/31/2016,"Hamilton County, OH",Ohio,OH,Single Family Residential," $113,875.00 "," $139,900.00 ", 566.00 , 295.00 , 719.00 ," 3,130.00 ", 5.50 , 99.00 ,95.34%,13.07%
1/1/2016,1/31/2016,"Champaign County, IL",Illinois,IL,Single Family Residential," $155,500.00 "," $158,400.00 ", 88.00 , 81.00 , 157.00 , 618.00 , 7.00 , 66.00 ,96.41%,14.77%
1/1/2016,1/31/2016,"Chambers County, TX",Texas,TX,Single Family Residential," $238,194.00 "," $249,750.00 ", 37.00 , 26.00 , 50.00 , 132.00 , 3.60 , 49.00 ,98.65%,29.73%
1/1/2016,1/31/2016,"Sharp County, AR",Arkansas,AR,Single Family Residential," $47,200.00 "," $67,250.00 ", 12.00 , 4.00 , 8.00 , 139.00 , 11.60 , 144.00 ,94.91%,16.67%
1/1/2016,1/31/2016,"Somerset County, NJ",New Jersey,NJ,Single Family Residential," $364,000.00 "," $365,000.00 ", 213.00 , 124.00 , 308.00 ," 1,152.00 ", 5.40 , 76.00 ,97.60%,12.21%
1/1/2016,1/31/2016,"Chatham County, GA",Georgia,GA,Single Family Residential," $199,450.00 "," $209,900.00 ", 216.00 , 84.00 , 324.00 ," 1,250.00 ", 5.80 , 109.00 ,96.69%,12.50%
1/1/2016,1/31/2016,"Yuba County, CA",California,CA,Single Family Residential," $250,000.00 ",, 9.00 , 2.00 ,, 3.00 , 0.30 , 83.00 ,98.24%,11.11%
1/1/2016,1/31/2016,"Lee County, GA",Georgia,GA,Single Family Residential," $125,650.00 "," $159,900.00 ", 8.00 , 1.00 , 19.00 , 105.00 , 13.10 , 142.00 ,96.99%,25.00%
1/1/2016,1/31/2016,"Montgomery County, NC",North Carolina,NC,Single Family Residential," $71,000.00 "," $125,000.00 ", 6.00 , 1.00 , 19.00 , 169.00 , 28.20 , 243.00 ,85.21%,16.67%
1/1/2016,1/31/2016,"Tooele County, UT",Utah,UT,Single Family Residential," $194,900.00 "," $206,495.00 ", 69.00 , 53.00 , 118.00 , 281.00 , 4.10 , 64.00 ,98.35%,18.84%
1/1/2016,1/31/2016,"Cass County, MN",Minnesota,MN,Single Family Residential," $150,000.00 "," $199,900.00 ", 20.00 , 6.00 , 27.00 , 298.00 , 14.90 , 76.00 ,97.33%,10.00%
1/1/2016,1/31/2016,"Seneca County, OH",Ohio,OH,Single Family Residential," $83,750.00 "," $42,500.00 ", 4.00 , 6.00 , 6.00 , 47.00 , 11.80 , 236.00 ,93.31%,0.00%
1/1/2016,1/31/2016,"Lewis County, WA",Washington,WA,Single Family Residential," $149,900.00 "," $155,000.00 ", 63.00 , 31.00 , 78.00 , 352.00 , 5.60 , 83.00 ,96.04%,17.46%
1/1/2016,1/31/2016,"Hartford County, CT",Connecticut,CT,Single Family Residential," $205,000.00 "," $199,000.00 ", 462.00 , 263.00 , 600.00 ," 2,946.00 ", 6.40 , 95.00 ,96.95%,15.80%
1/1/2016,1/31/2016,"Alamosa County, CO",Colorado,CO,Single Family Residential," $130,000.00 "," $228,500.00 ", 5.00 , 4.00 , 6.00 , 36.00 , 7.20 , 61.00 ,93.90%,20.00%
1/1/2016,1/31/2016,"Hughes County, OK",Oklahoma,OK,Single Family Residential," $104,000.00 "," $61,700.00 ", 5.00 , 2.00 , 3.00 , 7.00 , 1.40 , 145.00 ,94.91%,20.00%
1/1/2016,1/31/2016,"Eau Claire County, WI",Wisconsin,WI,Single Family Residential," $159,000.00 "," $157,950.00 ", 45.00 , 28.00 , 75.00 , 329.00 , 7.30 , 86.00 ,97.06%,15.56%
1/1/2016,1/31/2016,"Essex County, NJ",New Jersey,NJ,Single Family Residential," $335,000.00 "," $275,000.00 ", 309.00 , 105.00 , 376.00 ," 1,676.00 ", 5.40 , 77.00 ,97.22%,20.71%
1/1/2016,1/31/2016,"Scott County, MS",Mississippi,MS,Single Family Residential," $82,500.00 "," $59,900.00 ", 4.00 , 1.00 , 3.00 , 37.00 , 9.30 , 159.00 ,96.32%,25.00%
1/1/2016,1/31/2016,"Ascension Parish, LA",Louisiana,LA,Single Family Residential," $218,450.00 "," $225,750.00 ", 96.00 , 84.00 , 139.00 , 410.00 , 4.30 , 78.00 ,99.10%,11.46%
1/1/2016,1/31/2016,"Klickitat County, WA",Washington,WA,Single Family Residential," $187,500.00 "," $189,000.00 ", 8.00 , 4.00 , 9.00 , 76.00 , 9.50 , 123.00 ,97.23%,25.00%
1/1/2016,1/31/2016,"Clay County, MO",Missouri,MO,Single Family Residential," $164,000.00 "," $185,000.00 ", 241.00 ,, 306.00 ,, 4.80 , 108.00 ,,
1/1/2016,1/31/2016,"Addison County, VT",Vermont,VT,Single Family Residential," $222,250.00 "," $265,000.00 ", 20.00 , 7.00 , 23.00 , 185.00 , 9.30 , 159.00 ,94.83%,10.00%
1/1/2016,1/31/2016,"Adams County, WA",Washington,WA,Single Family Residential," $123,000.00 "," $109,900.00 ", 3.00 ,, 5.00 , 31.00 , 10.30 , 258.00 ,99.38%,33.33%
1/1/2016,1/31/2016,"El Paso County, CO",Colorado,CO,Single Family Residential,," $324,900.00 ",, 102.00 , 183.00 , 809.00 ,,,,9.64%
1/1/2016,1/31/2016,"District of Columbia, DC",Columbia,DC,Single Family Residential," $660,000.00 "," $498,250.00 ", 78.00 , 62.00 , 93.00 , 242.00 , 3.10 , 39.00 ,97.34%,23.08%
1/1/2016,1/31/2016,"Waller County, TX",Texas,TX,Single Family Residential," $236,900.00 "," $273,750.00 ", 35.00 , 22.00 , 56.00 , 227.00 , 6.50 , 104.00 ,96.24%,17.14%
1/1/2016,1/31/2016,"Placer County, CA",California,CA,Single Family Residential," $404,000.00 "," $439,945.00 ", 380.00 , 358.00 , 489.00 ," 1,061.00 ", 2.80 , 39.00 ,98.57%,20.79%
1/1/2016,1/31/2016,"Muskegon County, MI",Michigan,MI,Single Family Residential," $100,500.00 "," $119,900.00 ", 142.00 , 105.00 , 138.00 , 625.00 , 4.40 , 58.00 ,94.37%,14.08%
1/1/2016,1/31/2016,"Terrell County, GA",Georgia,GA,Single Family Residential," $275,000.00 ",, 1.00 ,,, 6.00 , 6.00 , 95.00 ,100.00%,0.00%
1/1/2016,1/31/2016,"Stoddard County, MO",Missouri,MO,Single Family Residential," $86,500.00 "," $44,900.00 ", 2.00 ,, 5.00 , 24.00 , 12.00 , 123.00 ,87.73%,0.00%
1/1/2016,1/31/2016,"Linn County, OR",Oregon,OR,Single Family Residential," $179,450.00 "," $195,000.00 ", 123.00 , 76.00 , 140.00 , 432.00 , 3.50 , 85.00 ,98.95%,26.83%
1/1/2016,1/31/2016,"Bedford County, TN",Tennessee,TN,Single Family Residential," $109,900.00 "," $120,450.00 ", 27.00 , 29.00 , 54.00 , 198.00 , 7.30 , 74.00 ,97.81%,25.93%
1/1/2016,1/31/2016,"Kendall County, IL",Illinois,IL,Single Family Residential," $212,000.00 "," $224,900.00 ", 82.00 , 70.00 , 153.00 , 491.00 , 6.00 , 77.00 ,96.94%,17.07%
1/1/2016,1/31/2016,"Mills County, IA",Iowa,IA,Single Family Residential," $110,000.00 "," $329,000.00 ", 1.00 , 2.00 , 1.00 , 13.00 , 13.00 , 42.00 ,79.14%,0.00%
1/1/2016,1/31/2016,"Buncombe County, NC",North Carolina,NC,Single Family Residential," $241,000.00 "," $250,783.00 ", 225.00 , 209.00 , 237.00 ," 1,124.00 ", 5.00 , 93.00 ,98.12%,8.00%
1/1/2016,1/31/2016,"Douglas County, WA",Washington,WA,Single Family Residential," $255,000.00 "," $262,700.00 ", 22.00 , 17.00 , 26.00 , 75.00 , 3.40 , 23.00 ,102.88%,50.00%
1/1/2016,1/31/2016,"Cortland County, NY",New York,NY,Single Family Residential," $90,125.00 "," $124,950.00 ", 21.00 , 4.00 , 24.00 , 183.00 , 8.70 , 148.00 ,94.45%,14.29%
1/1/2016,1/31/2016,"Kent County, MD",Maryland,MD,Single Family Residential," $115,000.00 "," $167,500.00 ", 15.00 , 8.00 , 21.00 , 195.00 , 13.00 , 209.00 ,93.56%,0.00%
1/1/2016,1/31/2016,"Caddo County, OK",Oklahoma,OK,Single Family Residential," $50,000.00 "," $125,500.00 ", 7.00 , 1.00 , 1.00 , 27.00 , 3.90 , 90.00 ,95.03%,28.57%
1/1/2016,1/31/2016,"Murray County, MN",Minnesota,MN,Single Family Residential," $74,980.00 "," $92,400.00 ", 2.00 , 1.00 , 6.00 , 31.00 , 15.50 , 147.00 ,97.81%,50.00%
1/1/2016,1/31/2016,"Gloucester County, NJ",New Jersey,NJ,Single Family Residential," $176,250.00 "," $194,900.00 ", 173.00 , 94.00 , 327.00 ," 1,573.00 ", 9.10 , 83.00 ,95.53%,12.72%
1/1/2016,1/31/2016,"Bradford County, FL",Florida,FL,Single Family Residential," $183,000.00 "," $109,900.00 ", 1.00 , 1.00 , 8.00 , 49.00 , 49.00 , 265.00 ,91.55%,0.00%
1/1/2016,1/31/2016,"Sussex County, NJ",New Jersey,NJ,Single Family Residential," $183,000.00 "," $210,000.00 ", 149.00 , 46.00 , 199.00 ," 1,260.00 ", 8.50 , 126.00 ,94.60%,17.45%
1/1/2016,1/31/2016,"Alachua County, FL",Florida,FL,Single Family Residential," $177,500.00 "," $179,000.00 ", 134.00 , 61.00 , 281.00 ," 1,127.00 ", 8.40 , 114.00 ,96.34%,11.94%
1/1/2016,1/31/2016,"Dunn County, WI",Wisconsin,WI,Single Family Residential," $124,000.00 "," $155,000.00 ", 18.00 , 10.00 , 26.00 , 179.00 , 9.90 , 140.00 ,92.68%,0.00%
1/1/2016,1/31/2016,"Madison County, IL",Illinois,IL,Single Family Residential," $125,000.00 "," $119,000.00 ", 175.00 ,, 258.00 ," 1,347.00 ", 7.70 , 114.00 ,95.27%,12.00%
1/1/2016,1/31/2016,"Hood County, TX",Texas,TX,Single Family Residential," $173,750.00 "," $209,900.00 ", 78.00 , 52.00 , 137.00 , 452.00 , 5.80 , 87.00 ,94.82%,8.97%
1/1/2016,1/31/2016,"Hunt County, TX",Texas,TX,Single Family Residential," $137,000.00 "," $139,495.00 ", 57.00 , 54.00 , 86.00 , 266.00 , 4.70 , 61.00 ,94.05%,10.53%
1/1/2016,1/31/2016,"Taylor County, FL",Florida,FL,Single Family Residential," $64,250.00 "," $75,500.00 ", 10.00 , 2.00 , 14.00 , 77.00 , 7.70 , 168.00 ,87.59%,10.00%
1/1/2016,1/31/2016,"Clay County, AR",Arkansas,AR,Single Family Residential," $37,000.00 "," $19,000.00 ", 2.00 , 1.00 , 1.00 , 6.00 , 3.00 , 87.00 ,91.94%,0.00%
1/1/2016,1/31/2016,"Ray County, MO",Missouri,MO,Single Family Residential," $129,250.00 "," $109,900.00 ", 12.00 ,, 19.00 ,, 6.80 , 97.00 ,,
1/1/2016,1/31/2016,"Madison County, IA",Iowa,IA,Single Family Residential," $104,500.00 "," $167,500.00 ", 4.00 ,, 10.00 , 60.00 , 15.00 , 125.00 ,93.50%,0.00%
1/1/2016,1/31/2016,"Lake of the Woods County, MN",Minnesota,MN,Single Family Residential," $54,000.00 "," $124,900.00 ", 1.00 ,, 4.00 , 68.00 , 68.00 , 95.00 ,85.17%,0.00%
1/1/2016,1/31/2016,"Person County, NC",North Carolina,NC,Single Family Residential," $155,000.00 "," $146,800.00 ", 24.00 , 6.00 , 20.00 , 152.00 , 6.30 , 134.00 ,94.95%,16.67%
1/1/2016,1/31/2016,"Starr County, TX",Texas,TX,Single Family Residential," $75,200.00 ",, 3.00 , 1.00 ,, 29.00 , 9.70 , 253.00 ,100.00%,0.00%
1/1/2016,1/31/2016,"Sherburne County, MN",Minnesota,MN,Single Family Residential," $184,376.00 "," $209,900.00 ", 80.00 , 54.00 , 97.00 , 298.00 , 3.70 , 68.00 ,98.21%,22.50%
1/1/2016,1/31/2016,"Glenn County, CA",California,CA,Single Family Residential," $159,977.50 "," $215,000.00 ", 18.00 , 12.00 , 12.00 , 37.00 , 2.10 , 42.00 ,95.18%,22.22%
1/1/2016,1/31/2016,"Woodruff County, AR",Arkansas,AR,Single Family Residential," $115,000.00 "," $62,750.00 ", 1.00 , 1.00 , 2.00 , 7.00 , 7.00 , 123.00 ,97.05%,0.00%
1/1/2016,1/31/2016,"Cleveland County, AR",Arkansas,AR,Single Family Residential," $74,000.00 "," $176,875.00 ", 1.00 , 1.00 , 2.00 , 9.00 , 9.00 , 267.00 ,100.00%,0.00%
1/1/2016,1/31/2016,"El Dorado County, CA",California,CA,Single Family Residential," $405,000.00 "," $449,950.00 ", 185.00 , 134.00 , 231.00 , 690.00 , 3.70 , 52.00 ,97.56%,16.22%
1/1/2016,1/31/2016,"Cannon County, TN",Tennessee,TN,Single Family Residential," $288,200.00 "," $170,200.00 ", 5.00 , 6.00 , 10.00 , 32.00 , 6.40 , 75.00 ,97.77%,0.00%
1/1/2016,1/31/2016,"Wyoming County, NY",New York,NY,Single Family Residential," $95,400.00 "," $85,000.00 ", 19.00 , 5.00 , 29.00 , 154.00 , 8.10 , 140.00 ,93.35%,10.53%
1/1/2016,1/31/2016,"Valley County, ID",Idaho,ID,Single Family Residential," $236,500.00 "," $317,000.00 ", 10.00 , 1.00 , 8.00 , 89.00 , 8.90 , 247.00 ,98.74%,10.00%
1/1/2016,1/31/2016,"East Baton Rouge Parish, LA",Louisiana,LA,Single Family Residential," $187,450.00 "," $188,900.00 ", 293.00 , 223.00 , 413.00 ," 1,484.00 ", 5.10 , 70.00 ,96.81%,10.92%
1/1/2016,1/31/2016,"Loudoun County, VA",Virginia,VA,Single Family Residential," $572,000.00 "," $495,000.00 ", 188.00 , 134.00 , 255.00 , 782.00 , 4.20 , 79.00 ,97.92%,17.55%
1/1/2016,1/31/2016,"Cherokee County, GA",Georgia,GA,Single Family Residential," $224,500.00 "," $229,900.00 ", 283.00 , 177.00 , 338.00 ," 1,244.00 ", 4.40 , 73.00 ,97.25%,12.37%
1/1/2016,1/31/2016,"Goodhue County, MN",Minnesota,MN,Single Family Residential," $149,350.00 "," $161,500.00 ", 23.00 , 14.00 , 31.00 , 148.00 , 6.40 , 62.00 ,97.23%,34.78%
1/1/2016,1/31/2016,"Charles County, MD",Maryland,MD,Single Family Residential," $275,000.00 "," $288,500.00 ", 131.00 , 86.00 , 148.00 , 597.00 , 4.60 , 93.00 ,98.45%,20.61%
1/1/2016,1/31/2016,"Callahan County, TX",Texas,TX,Single Family Residential," $130,000.00 "," $107,450.00 ", 3.00 , 5.00 , 14.00 , 60.00 , 20.00 , 48.00 ,97.64%,0.00%
1/1/2016,1/31/2016,"Lauderdale County, TN",Tennessee,TN,Single Family Residential," $55,500.00 "," $115,000.00 ", 6.00 , 4.00 , 11.00 , 61.00 , 10.20 , 103.00 ,88.27%,0.00%
1/1/2016,1/31/2016,"Cooke County, TX",Texas,TX,Single Family Residential," $142,500.00 "," $143,900.00 ", 25.00 , 17.00 , 46.00 , 154.00 , 6.20 , 83.00 ,94.97%,16.00%
1/1/2016,1/31/2016,"Jefferson County, OR",Oregon,OR,Single Family Residential," $215,000.00 "," $139,950.00 ", 17.00 , 6.00 , 16.00 , 83.00 , 4.90 , 46.00 ,96.17%,5.88%
1/1/2016,1/31/2016,"York County, PA",Pennsylvania,PA,Single Family Residential," $159,900.00 "," $153,650.00 ", 263.00 , 163.00 , 337.00 ," 1,644.00 ", 6.30 , 75.00 ,96.95%,16.73%
1/1/2016,1/31/2016,"Hillsdale County, MI",Michigan,MI,Single Family Residential," $78,000.00 "," $93,900.00 ", 24.00 , 11.00 , 28.00 , 206.00 , 8.60 , 134.00 ,92.48%,12.50%
1/1/2016,1/31/2016,"Washington County, OK",Oklahoma,OK,Single Family Residential," $122,500.00 "," $104,900.00 ", 54.00 , 35.00 , 61.00 , 249.00 , 4.60 , 57.00 ,95.73%,12.96%
1/1/2016,1/31/2016,"Grady County, OK",Oklahoma,OK,Single Family Residential," $167,000.00 "," $184,900.00 ", 35.00 , 30.00 , 69.00 , 286.00 , 8.20 , 68.00 ,93.70%,5.71%
1/1/2016,1/31/2016,"Marion County, SC",South Carolina,SC,Single Family Residential," $105,000.00 "," $107,450.00 ", 5.00 , 3.00 , 6.00 , 26.00 , 5.20 , 82.00 ,89.57%,0.00%
1/1/2016,1/31/2016,"Kandiyohi County, MN",Minnesota,MN,Single Family Residential," $120,000.00 "," $114,900.00 ", 35.00 , 9.00 , 34.00 , 201.00 , 5.70 , 112.00 ,94.11%,11.43%
1/1/2016,1/31/2016,"Haskell County, TX",Texas,TX,Single Family Residential," $88,700.00 "," $99,900.00 ", 2.00 , 1.00 , 7.00 , 23.00 , 11.50 , 126.00 ,81.89%,0.00%
1/1/2016,1/31/2016,"Van Wert County, OH",Ohio,OH,Single Family Residential," $68,450.00 "," $43,750.00 ", 4.00 , 3.00 , 8.00 , 23.00 , 5.80 , 78.00 ,97.53%,25.00%
1/1/2016,1/31/2016,"Harrison County, IN",Indiana,IN,Single Family Residential," $125,000.00 "," $143,950.00 ", 33.00 , 7.00 , 25.00 , 107.00 , 3.20 , 135.00 ,92.92%,0.00%
1/1/2016,1/31/2016,"Weber County, UT",Utah,UT,Single Family Residential," $178,950.00 "," $184,900.00 ", 188.00 , 180.00 , 262.00 , 656.00 , 3.50 , 48.00 ,98.43%,17.55%
1/1/2016,1/31/2016,"DeKalb County, GA",Georgia,GA,Single Family Residential," $190,000.00 "," $182,950.00 ", 476.00 , 353.00 , 694.00 ," 2,373.00 ", 5.00 , 60.00 ,97.00%,17.86%
