period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
1/1/2015,1/31/2015,"Rockingham County, NH",New Hampshire,NH,Single Family Residential," $310,000.00 "," $299,900.00 ", 169.00 , 66.00 , 239.00 ," 1,372.00 ", 8.10 , 114.00 ,97.72%,26.04%
1/1/2015,1/31/2015,"Orangeburg County, SC",South Carolina,SC,Single Family Residential," $230,000.00 "," $84,815.00 ", 1.00 ,, 9.00 , 54.00 , 54.00 , 237.00 ,80.70%,0.00%
1/1/2015,1/31/2015,"Bradley County, AR",Arkansas,AR,Single Family Residential," $75,000.00 "," $107,000.00 ", 5.00 , 2.00 , 4.00 , 51.00 , 10.20 , 205.00 ,90.80%,0.00%
1/1/2015,1/31/2015,"Trempealeau County, WI",Wisconsin,WI,Single Family Residential," $122,500.00 "," $99,450.00 ", 12.00 , 8.00 , 12.00 , 87.00 , 7.30 , 107.00 ,91.26%,0.00%
1/1/2015,1/31/2015,"Bibb County, AL",Alabama,AL,Single Family Residential," $85,950.00 "," $179,900.00 ", 1.00 , 1.00 , 1.00 , 18.00 , 18.00 , 362.00 ,100.53%,100.00%
1/1/2015,1/31/2015,"Bibb County, GA",Georgia,GA,Single Family Residential," $74,550.00 "," $89,900.00 ", 16.00 , 10.00 , 60.00 , 271.00 , 16.90 , 184.00 ,92.07%,6.25%
1/1/2015,1/31/2015,"Piscataquis County, ME",Maine,ME,Single Family Residential," $81,250.00 ",, 10.00 ,,, 1.00 , 0.10 ,,93.18%,10.00%
1/1/2015,1/31/2015,"Yavapai County, AZ",Arizona,AZ,Single Family Residential," $249,594.00 "," $335,000.00 ", 165.00 , 20.00 , 62.00 , 452.00 , 2.70 , 125.00 ,96.56%,7.88%
1/1/2015,1/31/2015,"Oldham County, KY",Kentucky,KY,Single Family Residential," $249,500.00 "," $249,900.00 ", 45.00 , 17.00 , 65.00 , 323.00 , 7.20 , 165.00 ,95.24%,6.67%
1/1/2015,1/31/2015,"Wayne County, OH",Ohio,OH,Single Family Residential," $116,500.00 "," $106,000.00 ", 56.00 , 36.00 , 80.00 , 282.00 , 5.00 , 76.00 ,94.01%,8.93%
1/1/2015,1/31/2015,"Klamath County, OR",Oregon,OR,Single Family Residential," $155,000.00 "," $141,000.00 ", 43.00 , 15.00 , 52.00 , 446.00 , 10.40 , 145.00 ,95.10%,9.30%
1/1/2015,1/31/2015,"Cherokee County, NC",North Carolina,NC,Single Family Residential," $125,100.00 "," $139,900.00 ", 22.00 , 4.00 , 26.00 , 199.00 , 9.00 , 137.00 ,93.94%,18.18%
1/1/2015,1/31/2015,"Page County, VA",Virginia,VA,Single Family Residential," $52,416.50 "," $177,450.00 ", 10.00 , 5.00 , 16.00 , 187.00 , 18.70 , 181.00 ,94.45%,10.00%
1/1/2015,1/31/2015,"Becker County, MN",Minnesota,MN,Single Family Residential," $57,503.50 "," $277,400.00 ", 4.00 ,, 1.00 , 33.00 , 8.30 , 99.00 ,97.19%,25.00%
1/1/2015,1/31/2015,"Warren County, IA",Iowa,IA,Single Family Residential," $125,750.00 "," $146,600.00 ", 22.00 , 11.00 , 46.00 , 227.00 , 10.30 , 128.00 ,96.67%,13.64%
1/1/2015,1/31/2015,"Minidoka County, ID",Idaho,ID,Single Family Residential," $84,500.00 "," $94,000.00 ", 5.00 , 1.00 , 4.00 , 33.00 , 6.60 , 150.00 ,89.95%,0.00%
1/1/2015,1/31/2015,"Scott County, MS",Mississippi,MS,Single Family Residential," $89,000.00 "," $165,000.00 ", 3.00 , 1.00 , 5.00 , 32.00 , 10.70 , 182.00 ,96.64%,0.00%
1/1/2015,1/31/2015,"Butler County, MO",Missouri,MO,Single Family Residential," $64,080.00 "," $99,000.00 ", 10.00 , 3.00 , 16.00 , 80.00 , 8.00 , 136.00 ,88.19%,0.00%
1/1/2015,1/31/2015,"Madison County, AR",Arkansas,AR,Single Family Residential," $43,700.00 "," $104,950.00 ", 4.00 ,, 6.00 , 38.00 , 9.50 , 145.00 ,81.25%,0.00%
1/1/2015,1/31/2015,"Idaho County, ID",Idaho,ID,Single Family Residential," $97,500.00 "," $149,850.00 ", 4.00 , 1.00 , 6.00 , 82.00 , 20.50 , 322.00 ,92.43%,25.00%
1/1/2015,1/31/2015,"Wheeler County, OR",Oregon,OR,Single Family Residential," $30,000.00 ",, 1.00 ,,, 5.00 , 5.00 , 104.00 ,60.12%,0.00%
1/1/2015,1/31/2015,"Montgomery County, OH",Ohio,OH,Single Family Residential," $75,000.00 "," $96,900.00 ", 332.00 , 210.00 , 502.00 ," 2,460.00 ", 7.40 , 85.00 ,94.86%,16.27%
1/1/2015,1/31/2015,"Floyd County, GA",Georgia,GA,Single Family Residential," $80,000.00 "," $95,000.00 ", 45.00 , 30.00 , 106.00 , 542.00 , 12.00 , 115.00 ,93.06%,13.33%
1/1/2015,1/31/2015,"Coryell County, TX",Texas,TX,Single Family Residential," $118,950.00 "," $103,000.00 ", 30.00 , 8.00 , 32.00 , 182.00 , 6.10 , 117.00 ,97.48%,6.67%
1/1/2015,1/31/2015,"Wasco County, OR",Oregon,OR,Single Family Residential," $144,900.00 "," $158,925.00 ", 12.00 , 6.00 , 16.00 , 81.00 , 6.80 , 84.00 ,96.71%,8.33%
1/1/2015,1/31/2015,"Lake County, FL",Florida,FL,Single Family Residential," $153,000.00 "," $175,000.00 ", 327.00 , 307.00 , 636.00 ," 2,329.00 ", 7.10 , 76.00 ,95.65%,13.15%
1/1/2015,1/31/2015,"Koochiching County, MN",Minnesota,MN,Single Family Residential," $65,000.00 "," $147,450.00 ", 1.00 , 1.00 , 2.00 , 25.00 , 25.00 , 112.00 ,103.34%,100.00%
1/1/2015,1/31/2015,"Auglaize County, OH",Ohio,OH,Single Family Residential," $128,000.00 "," $93,000.00 ", 17.00 , 11.00 , 28.00 , 168.00 , 9.90 , 74.00 ,97.86%,11.76%
1/1/2015,1/31/2015,"DeKalb County, GA",Georgia,GA,Single Family Residential," $154,000.00 "," $165,937.50 ", 449.00 , 444.00 , 726.00 ," 2,614.00 ", 5.80 , 86.00 ,95.88%,17.37%
1/1/2015,1/31/2015,"Calhoun County, AL",Alabama,AL,Single Family Residential," $104,000.00 "," $83,000.00 ", 61.00 , 39.00 , 115.00 , 410.00 , 6.70 , 119.00 ,91.74%,1.64%
1/1/2015,1/31/2015,"Aransas County, TX",Texas,TX,Single Family Residential," $350,000.00 "," $383,462.00 ", 1.00 ,, 21.00 , 74.00 , 74.00 , 37.00 ,93.66%,0.00%
1/1/2015,1/31/2015,"Union County, TN",Tennessee,TN,Single Family Residential," $83,500.00 "," $174,900.00 ", 13.00 , 6.00 , 251.00 , 293.00 , 22.50 , 3.00 ,89.72%,7.69%
1/1/2015,1/31/2015,"Warren County, TN",Tennessee,TN,Single Family Residential," $78,500.00 "," $84,900.00 ", 23.00 , 8.00 , 38.00 , 169.00 , 7.30 , 203.00 ,92.59%,4.35%
1/1/2015,1/31/2015,"York County, SC",South Carolina,SC,Single Family Residential," $170,595.00 "," $209,900.00 ", 233.00 ,, 343.00 ," 1,408.00 ", 6.00 , 98.00 ,96.97%,15.02%
1/1/2015,1/31/2015,"Leon County, FL",Florida,FL,Single Family Residential," $174,950.00 "," $175,000.00 ", 160.00 , 70.00 , 306.00 ," 1,248.00 ", 7.80 , 118.00 ,96.53%,19.38%
1/1/2015,1/31/2015,"Cattaraugus County, NY",New York,NY,Single Family Residential," $63,750.00 "," $89,450.00 ", 30.00 , 8.00 , 51.00 , 421.00 , 14.00 , 191.00 ,88.11%,3.33%
1/1/2015,1/31/2015,"Saguache County, CO",Colorado,CO,Single Family Residential," $54,000.00 "," $102,250.00 ", 2.00 , 2.00 , 4.00 , 89.00 , 44.50 , 218.00 ,90.08%,0.00%
1/1/2015,1/31/2015,"Indian River County, FL",Florida,FL,Single Family Residential," $155,250.00 "," $198,900.00 ", 194.00 , 95.00 , 351.00 ," 1,268.00 ", 6.50 , 100.00 ,96.21%,17.53%
1/1/2015,1/31/2015,"Franklin County, KS",Kansas,KS,Single Family Residential," $89,000.00 "," $91,000.00 ", 20.00 , 6.00 , 26.00 , 122.00 , 6.10 , 171.00 ,96.09%,15.00%
1/1/2015,1/31/2015,"Baltimore County, MD",Maryland,MD,Single Family Residential," $219,900.00 "," $195,000.00 ", 310.00 , 249.00 , 437.00 ," 1,909.00 ", 6.20 , 83.00 ,97.67%,17.74%
1/1/2015,1/31/2015,"Grant County, WV",West Virginia,WV,Single Family Residential," $273,000.00 "," $148,000.00 ", 2.00 ,, 9.00 , 62.00 , 31.00 , 690.00 ,97.85%,0.00%
1/1/2015,1/31/2015,"Hartford County, CT",Connecticut,CT,Single Family Residential," $183,000.00 "," $193,900.00 ", 407.00 , 240.00 , 640.00 ," 2,918.00 ", 7.20 , 109.00 ,96.40%,15.97%
1/1/2015,1/31/2015,"Yates County, NY",New York,NY,Single Family Residential," $120,000.00 "," $184,900.00 ", 21.00 , 4.00 , 12.00 , 138.00 , 6.60 , 217.00 ,95.56%,14.29%
1/1/2015,1/31/2015,"Sumter County, FL",Florida,FL,Single Family Residential," $214,000.00 "," $219,450.00 ", 75.00 , 60.00 , 126.00 , 381.00 , 5.10 , 61.00 ,95.17%,4.00%
1/1/2015,1/31/2015,"Kittitas County, WA",Washington,WA,Single Family Residential," $229,990.00 "," $260,000.00 ", 31.00 , 29.00 , 38.00 , 298.00 , 9.60 , 97.00 ,97.32%,19.35%
1/1/2015,1/31/2015,"Lincoln County, MO",Missouri,MO,Single Family Residential," $135,500.00 "," $131,150.00 ", 40.00 ,, 71.00 , 323.00 , 8.10 , 118.00 ,98.15%,20.00%
1/1/2015,1/31/2015,"Cape May County, NJ",New Jersey,NJ,Single Family Residential," $330,000.00 "," $359,000.00 ", 94.00 , 40.00 , 194.00 ," 1,247.00 ", 13.30 , 116.00 ,92.20%,3.19%
1/1/2015,1/31/2015,"Boise County, ID",Idaho,ID,Single Family Residential," $138,500.00 "," $168,900.00 ", 12.00 , 2.00 , 5.00 , 94.00 , 7.80 , 251.00 ,98.07%,25.00%
1/1/2015,1/31/2015,"Fayette County, IL",Illinois,IL,Single Family Residential," $140,000.00 "," $85,300.00 ", 7.00 , 2.00 , 7.00 , 74.00 , 10.60 , 119.00 ,91.57%,0.00%
1/1/2015,1/31/2015,"Putnam County, IN",Indiana,IN,Single Family Residential," $229,000.00 "," $100,200.00 ", 2.00 ,, 6.00 , 28.00 , 14.00 , 344.00 ,95.40%,0.00%
1/1/2015,1/31/2015,"Spalding County, GA",Georgia,GA,Single Family Residential," $90,000.00 "," $119,500.00 ", 46.00 , 32.00 , 67.00 , 307.00 , 6.70 , 75.00 ,91.22%,6.52%
1/1/2015,1/31/2015,"Cass County, NE",Nebraska,NE,Single Family Residential," $128,500.00 "," $129,900.00 ", 22.00 , 18.00 , 25.00 , 88.00 , 4.00 , 54.00 ,95.26%,9.09%
1/1/2015,1/31/2015,"Clallam County, WA",Washington,WA,Single Family Residential," $227,000.00 "," $215,000.00 ", 29.00 , 15.00 , 44.00 , 290.00 , 10.00 , 127.00 ,97.88%,10.34%
1/1/2015,1/31/2015,"Otter Tail County, MN",Minnesota,MN,Single Family Residential," $98,000.00 "," $124,900.00 ", 13.00 , 6.00 , 19.00 , 372.00 , 28.60 , 303.00 ,97.07%,15.38%
1/1/2015,1/31/2015,"Stone County, AR",Arkansas,AR,Single Family Residential," $130,000.00 "," $102,000.00 ", 3.00 , 1.00 , 10.00 , 83.00 , 27.70 , 224.00 ,88.81%,0.00%
1/1/2015,1/31/2015,"Petersburg, VA",Virginia,VA,Single Family Residential," $34,400.00 "," $98,975.00 ", 13.00 , 11.00 , 34.00 , 149.00 , 11.50 , 66.00 ,100.41%,23.08%
1/1/2015,1/31/2015,"Chatham County, NC",North Carolina,NC,Single Family Residential," $388,167.50 "," $362,495.00 ", 40.00 , 24.00 , 82.00 , 413.00 , 10.30 , 119.00 ,96.47%,12.50%
1/1/2015,1/31/2015,"Sanilac County, MI",Michigan,MI,Single Family Residential," $72,075.00 "," $89,950.00 ", 28.00 , 19.00 , 36.00 , 184.00 , 6.60 , 90.00 ,94.96%,17.86%
1/1/2015,1/31/2015,"Sevier County, UT",Utah,UT,Single Family Residential," $186,425.00 "," $110,000.00 ", 4.00 , 1.00 , 5.00 , 57.00 , 14.30 , 125.00 ,93.70%,0.00%
1/1/2015,1/31/2015,"Pickens County, SC",South Carolina,SC,Single Family Residential," $144,000.00 "," $139,700.00 ", 65.00 , 34.00 , 117.00 , 555.00 , 8.50 , 149.00 ,95.24%,6.15%
1/1/2015,1/31/2015,"Daggett County, UT",Utah,UT,Single Family Residential," $63,000.00 "," $169,900.00 ", 1.00 , 1.00 , 3.00 , 9.00 , 9.00 , 75.00 ,57.43%,0.00%
1/1/2015,1/31/2015,"El Dorado County, CA",California,CA,Single Family Residential," $385,000.00 "," $380,000.00 ", 165.00 , 152.00 , 255.00 , 738.00 , 4.50 , 86.00 ,97.35%,10.91%
1/1/2015,1/31/2015,"Crawford County, AR",Arkansas,AR,Single Family Residential," $38,350.00 "," $352,000.00 ", 2.00 , 1.00 , 3.00 , 11.00 , 5.50 , 103.00 ,93.46%,0.00%
1/1/2015,1/31/2015,"Pearl River County, MS",Mississippi,MS,Single Family Residential," $60,260.00 "," $175,000.00 ", 1.00 , 1.00 , 5.00 , 25.00 , 25.00 , 67.00 ,92.71%,0.00%
1/1/2015,1/31/2015,"Stoddard County, MO",Missouri,MO,Single Family Residential," $30,750.00 "," $64,200.00 ", 5.00 , 3.00 , 6.00 , 38.00 , 7.60 , 84.00 ,92.76%,20.00%
1/1/2015,1/31/2015,"Limestone County, AL",Alabama,AL,Single Family Residential," $171,897.50 "," $149,900.00 ", 74.00 , 19.00 , 82.00 , 349.00 , 4.70 , 138.00 ,94.90%,16.22%
1/1/2015,1/31/2015,"Bristol County, RI",Rhode Island,RI,Single Family Residential," $282,000.00 "," $325,000.00 ", 31.00 , 15.00 , 31.00 , 186.00 , 6.00 , 175.00 ,94.13%,0.00%
1/1/2015,1/31/2015,"Plaquemines Parish, LA",Louisiana,LA,Single Family Residential," $252,500.00 "," $292,000.00 ", 10.00 , 3.00 , 14.00 , 73.00 , 7.30 , 190.00 ,92.35%,10.00%
1/1/2015,1/31/2015,"Butte County, CA",California,CA,Single Family Residential," $222,000.00 "," $235,000.00 ", 141.00 , 174.00 , 193.00 , 365.00 , 2.60 , 48.00 ,97.80%,23.40%
1/1/2015,1/31/2015,"Grant County, KY",Kentucky,KY,Single Family Residential," $84,000.00 "," $117,750.00 ", 16.00 , 5.00 , 20.00 , 156.00 , 9.80 , 141.00 ,94.07%,12.50%
1/1/2015,1/31/2015,"Miami County, KS",Kansas,KS,Single Family Residential," $149,000.00 "," $169,950.00 ", 23.00 ,, 44.00 ,, 9.00 , 126.00 ,,
1/1/2015,1/31/2015,"Pike County, MO",Missouri,MO,Single Family Residential," $78,000.00 "," $100,750.00 ", 7.00 , 1.00 , 12.00 , 92.00 , 13.10 , 158.00 ,95.91%,28.57%
1/1/2015,1/31/2015,"Franklin County, PA",Pennsylvania,PA,Single Family Residential," $147,950.00 "," $159,900.00 ", 78.00 , 59.00 , 122.00 , 629.00 , 8.10 , 124.00 ,95.92%,16.67%
1/1/2015,1/31/2015,"Camden County, GA",Georgia,GA,Single Family Residential," $148,500.00 "," $168,700.00 ", 44.00 , 18.00 , 74.00 , 315.00 , 7.20 , 119.00 ,97.66%,22.73%
1/1/2015,1/31/2015,"Douglas County, OR",Oregon,OR,Single Family Residential," $130,000.00 "," $170,000.00 ", 51.00 , 24.00 , 89.00 , 444.00 , 8.70 , 144.00 ,94.67%,11.76%
1/1/2015,1/31/2015,"Meriwether County, GA",Georgia,GA,Single Family Residential," $63,000.00 "," $89,450.00 ", 8.00 , 8.00 , 23.00 , 108.00 , 13.50 , 96.00 ,87.11%,0.00%
1/1/2015,1/31/2015,"Davie County, NC",North Carolina,NC,Single Family Residential," $185,000.00 "," $173,000.00 ", 29.00 , 9.00 , 44.00 , 275.00 , 9.50 , 158.00 ,94.57%,3.45%
1/1/2015,1/31/2015,"Monroe County, TN",Tennessee,TN,Single Family Residential," $116,000.00 "," $135,000.00 ", 19.00 ,, 371.00 , 554.00 , 29.20 , 795.00 ,87.06%,0.00%
1/1/2015,1/31/2015,"Brown County, MN",Minnesota,MN,Single Family Residential," $117,703.50 "," $132,450.00 ", 12.00 , 3.00 , 18.00 , 114.00 , 9.50 , 88.00 ,92.98%,8.33%
1/1/2015,1/31/2015,"St. Croix County, WI",Wisconsin,WI,Single Family Residential," $165,000.00 "," $238,700.00 ", 53.00 , 31.00 , 67.00 , 412.00 , 7.80 , 109.00 ,98.12%,15.09%
1/1/2015,1/31/2015,"Flagler County, FL",Florida,FL,Single Family Residential," $234,500.00 "," $727,000.00 ", 2.00 , 1.00 , 3.00 , 11.00 , 5.50 , 120.00 ,81.09%,0.00%
