period_begin,period_end,region,state,state_code,property_type, median_sale_price , median_list_price , homes_sold , pending_sales , new_listings , inventory , months_of_supply , median_days_on_market ,avg_sale_to_list,sold_above_list
1/1/2013,1/31/2013,"Cass County, MI",Michigan,MI,Single Family Residential," $68,899.00 "," $115,500.00 ", 25.00 , 6.00 , 50.00 , 315.00 , 12.60 , 319.00 ,87.01%,8.00%
1/1/2013,1/31/2013,"Beaver County, PA",Pennsylvania,PA,Single Family Residential," $100,950.00 "," $125,950.00 ", 80.00 , 17.00 , 125.00 ,, 11.90 , 157.00 ,92.30%,5.00%
1/1/2013,1/31/2013,"Bartholomew County, IN",Indiana,IN,Single Family Residential," $110,000.00 "," $117,400.00 ", 49.00 , 22.00 , 72.00 , 283.00 , 5.80 , 107.00 ,93.48%,6.12%
1/1/2013,1/31/2013,"Wagoner County, OK",Oklahoma,OK,Single Family Residential," $134,500.00 "," $144,500.00 ", 56.00 , 40.00 , 104.00 , 365.00 , 6.50 , 65.00 ,96.13%,8.93%
1/1/2013,1/31/2013,"Caddo County, OK",Oklahoma,OK,Single Family Residential," $68,500.00 "," $104,000.00 ", 5.00 , 3.00 , 3.00 , 26.00 , 5.20 , 80.00 ,93.72%,0.00%
1/1/2013,1/31/2013,"Whitfield County, GA",Georgia,GA,Single Family Residential," $31,500.00 "," $53,000.00 ", 5.00 , 4.00 , 2.00 , 9.00 , 1.80 , 86.00 ,84.72%,0.00%
1/1/2013,1/31/2013,"Fairbanks North Star Borough, AK",Alaska,AK,Single Family Residential," $216,500.00 "," $204,900.00 ", 23.00 , 13.00 , 31.00 , 115.00 , 5.00 , 77.00 ,97.81%,21.74%
1/1/2013,1/31/2013,"Jefferson County, IN",Indiana,IN,Single Family Residential," $48,850.00 "," $30,000.00 ", 2.00 , 2.00 , 1.00 , 7.00 , 3.50 , 33.00 ,94.28%,0.00%
1/1/2013,1/31/2013,"Monroe County, GA",Georgia,GA,Single Family Residential," $139,000.00 "," $59,200.00 ", 5.00 , 4.00 , 4.00 , 54.00 , 10.80 , 100.00 ,100.19%,20.00%
1/1/2013,1/31/2013,"Hampshire County, MA",Massachusetts,MA,Single Family Residential," $60,000.00 ",, 1.00 ,,, 4.00 , 4.00 , 300.00 ,100.17%,100.00%
1/1/2013,1/31/2013,"Morgan County, AL",Alabama,AL,Single Family Residential," $131,000.00 "," $118,450.00 ", 59.00 , 20.00 , 95.00 , 336.00 , 5.70 , 113.00 ,95.51%,15.25%
1/1/2013,1/31/2013,"Manassas Park, VA",Virginia,VA,Single Family Residential," $278,000.00 "," $214,950.00 ", 7.00 , 9.00 , 7.00 , 17.00 , 2.40 , 44.00 ,95.97%,14.29%
1/1/2013,1/31/2013,"Scott County, AR",Arkansas,AR,Single Family Residential," $20,200.00 "," $110,000.00 ", 1.00 ,, 1.00 , 6.00 , 6.00 , 238.00 ,100.50%,100.00%
1/1/2013,1/31/2013,"Montgomery County, NC",North Carolina,NC,Single Family Residential," $25,000.00 "," $199,900.00 ", 5.00 , 7.00 , 136.00 , 199.00 , 39.80 , 232.00 ,78.46%,0.00%
1/1/2013,1/31/2013,"Koochiching County, MN",Minnesota,MN,Single Family Residential," $63,750.00 "," $79,900.00 ", 4.00 , 1.00 , 2.00 , 24.00 , 6.00 , 479.00 ,92.78%,0.00%
1/1/2013,1/31/2013,"Delaware County, OK",Oklahoma,OK,Single Family Residential," $48,000.00 "," $184,400.00 ", 1.00 ,, 15.00 , 67.00 , 67.00 , 114.00 ,76.80%,0.00%
1/1/2013,1/31/2013,"Grant County, MN",Minnesota,MN,Single Family Residential," $79,500.00 "," $111,000.00 ", 5.00 ,, 6.00 , 43.00 , 8.60 , 881.00 ,96.28%,0.00%
1/1/2013,1/31/2013,"Marion County, OR",Oregon,OR,Single Family Residential," $156,800.00 "," $179,900.00 ", 181.00 , 86.00 , 199.00 ," 1,066.00 ", 5.90 , 137.00 ,97.00%,23.20%
1/1/2013,1/31/2013,"Franklin County, GA",Georgia,GA,Single Family Residential," $95,000.00 "," $231,950.00 ", 5.00 , 2.00 , 8.00 , 85.00 , 17.00 , 268.00 ,94.51%,0.00%
1/1/2013,1/31/2013,"Carson City, NV",Nevada,NV,Single Family Residential," $122,500.00 "," $169,900.00 ", 36.00 , 28.00 , 49.00 , 133.00 , 3.70 , 63.00 ,97.59%,25.00%
1/1/2013,1/31/2013,"Ripley County, MO",Missouri,MO,Single Family Residential," $93,500.00 "," $77,000.00 ", 4.00 , 1.00 , 1.00 , 7.00 , 1.80 , 106.00 ,88.31%,0.00%
1/1/2013,1/31/2013,"Martin County, FL",Florida,FL,Single Family Residential," $219,000.00 "," $199,999.50 ", 144.00 , 54.00 , 278.00 ," 1,075.00 ", 7.50 , 158.00 ,92.55%,11.11%
1/1/2013,1/31/2013,"Morgan County, UT",Utah,UT,Single Family Residential," $164,900.00 "," $337,490.00 ", 2.00 ,, 11.00 , 43.00 , 21.50 , 105.00 ,99.29%,0.00%
1/1/2013,1/31/2013,"Yancey County, NC",North Carolina,NC,Single Family Residential," $155,000.00 "," $517,500.00 ", 7.00 , 1.00 , 8.00 , 67.00 , 9.60 , 178.00 ,89.37%,0.00%
1/1/2013,1/31/2013,"Kendall County, IL",Illinois,IL,Single Family Residential," $175,000.00 "," $174,900.00 ", 106.00 , 89.00 , 157.00 , 477.00 , 4.50 , 51.00 ,97.31%,27.36%
1/1/2013,1/31/2013,"Whatcom County, WA",Washington,WA,Single Family Residential," $244,500.00 "," $245,000.00 ", 119.00 , 100.00 , 218.00 , 867.00 , 7.30 , 91.00 ,96.67%,10.08%
1/1/2013,1/31/2013,"Cochise County, AZ",Arizona,AZ,Single Family Residential," $99,000.00 "," $149,000.00 ", 13.00 , 5.00 , 39.00 , 228.00 , 17.50 , 197.00 ,89.69%,7.69%
1/1/2013,1/31/2013,"Poinsett County, AR",Arkansas,AR,Single Family Residential," $49,000.00 ",, 4.00 , 1.00 ,, 2.00 , 0.50 , 108.00 ,91.63%,25.00%
1/1/2013,1/31/2013,"Costilla County, CO",Colorado,CO,Single Family Residential," $37,000.00 "," $75,000.00 ", 1.00 ,, 5.00 , 29.00 , 29.00 , 91.00 ,82.22%,0.00%
1/1/2013,1/31/2013,"Dawson County, GA",Georgia,GA,Single Family Residential," $132,500.00 "," $199,900.00 ", 14.00 , 13.00 , 45.00 , 204.00 , 14.60 , 88.00 ,89.81%,21.43%
1/1/2013,1/31/2013,"Baker County, OR",Oregon,OR,Single Family Residential," $108,250.00 "," $147,425.00 ", 6.00 , 5.00 , 10.00 , 91.00 , 15.20 , 185.00 ,93.94%,0.00%
1/1/2013,1/31/2013,"Middlesex County, VA",Virginia,VA,Single Family Residential," $227,500.00 "," $229,900.00 ", 2.00 ,, 5.00 , 30.00 , 15.00 , 411.00 ,92.15%,0.00%
1/1/2013,1/31/2013,"Jackson County, MS",Mississippi,MS,Single Family Residential," $89,000.00 "," $123,000.00 ", 91.00 , 39.00 , 156.00 , 994.00 , 10.90 , 120.00 ,95.31%,15.38%
1/1/2013,1/31/2013,"Montgomery County, IN",Indiana,IN,Single Family Residential," $88,900.00 "," $110,000.00 ", 21.00 , 10.00 , 36.00 , 242.00 , 11.50 , 126.00 ,96.57%,19.05%
1/1/2013,1/31/2013,"Owen County, KY",Kentucky,KY,Single Family Residential," $50,000.00 "," $86,950.00 ", 3.00 ,, 7.00 , 85.00 , 28.30 , 100.00 ,82.94%,0.00%
1/1/2013,1/31/2013,"Le Sueur County, MN",Minnesota,MN,Single Family Residential," $105,000.00 "," $112,900.00 ", 21.00 , 7.00 , 29.00 , 158.00 , 7.50 , 195.00 ,94.87%,4.76%
1/1/2013,1/31/2013,"Orleans County, NY",New York,NY,Single Family Residential," $83,150.00 "," $77,900.00 ", 18.00 , 3.00 , 27.00 , 173.00 , 9.60 , 200.00 ,98.15%,44.44%
1/1/2013,1/31/2013,"Bradley County, AR",Arkansas,AR,Single Family Residential," $102,000.00 "," $72,700.00 ", 2.00 , 1.00 , 12.00 , 22.00 , 11.00 , 274.00 ,97.09%,0.00%
1/1/2013,1/31/2013,"Ulster County, NY",New York,NY,Single Family Residential," $165,000.00 ",, 1.00 ,,, 1.00 , 1.00 , 5.00 ,100.00%,0.00%
1/1/2013,1/31/2013,"Fleming County, KY",Kentucky,KY,Single Family Residential," $23,400.00 "," $132,450.00 ", 1.00 , 1.00 , 2.00 , 13.00 , 13.00 , 140.00 ,93.98%,0.00%
1/1/2013,1/31/2013,"Racine County, WI",Wisconsin,WI,Single Family Residential," $77,000.00 "," $124,900.00 ", 131.00 , 37.00 , 129.00 , 795.00 , 6.10 , 195.00 ,95.02%,22.90%
1/1/2013,1/31/2013,"Cumberland County, NJ",New Jersey,NJ,Single Family Residential," $128,800.00 "," $146,750.00 ", 47.00 , 38.00 , 133.00 , 696.00 , 14.80 , 158.00 ,89.33%,8.51%
1/1/2013,1/31/2013,"Livingston Parish, LA",Louisiana,LA,Single Family Residential," $150,299.00 "," $159,000.00 ", 77.00 , 18.00 , 111.00 , 562.00 , 7.30 , 128.00 ,97.10%,19.48%
1/1/2013,1/31/2013,"Elbert County, CO",Colorado,CO,Single Family Residential," $319,000.00 "," $275,000.00 ", 25.00 , 5.00 , 36.00 , 182.00 , 7.30 , 132.00 ,98.63%,12.00%
1/1/2013,1/31/2013,"Franklin County, FL",Florida,FL,Single Family Residential," $118,100.00 "," $312,450.00 ", 4.00 , 1.00 , 5.00 , 36.00 , 9.00 , 125.00 ,99.39%,25.00%
1/1/2013,1/31/2013,"Stokes County, NC",North Carolina,NC,Single Family Residential," $106,500.00 "," $77,700.00 ", 28.00 , 6.00 , 21.00 , 132.00 , 4.70 , 151.00 ,87.13%,7.14%
1/1/2013,1/31/2013,"Emanuel County, GA",Georgia,GA,Single Family Residential," $167,000.00 "," $157,500.00 ", 1.00 ,, 4.00 , 23.00 , 23.00 , 161.00 ,87.94%,0.00%
1/1/2013,1/31/2013,"Matanuska-Susitna Borough, AK",Alaska,AK,Single Family Residential," $215,000.00 "," $215,750.00 ", 63.00 , 21.00 , 123.00 , 687.00 , 10.90 , 145.00 ,95.21%,14.29%
1/1/2013,1/31/2013,"Dent County, MO",Missouri,MO,Single Family Residential," $82,175.00 "," $64,500.00 ", 4.00 , 1.00 , 5.00 , 38.00 , 9.50 , 139.00 ,96.56%,25.00%
1/1/2013,1/31/2013,"Santa Cruz County, CA",California,CA,Single Family Residential," $485,000.00 "," $549,975.00 ", 114.00 , 103.00 , 133.00 , 295.00 , 2.60 , 49.00 ,97.84%,25.44%
1/1/2013,1/31/2013,"Lorain County, OH",Ohio,OH,Single Family Residential," $95,000.00 "," $114,900.00 ", 183.00 , 87.00 , 334.00 ," 1,712.00 ", 9.40 , 105.00 ,93.93%,12.57%
1/1/2013,1/31/2013,"Ben Hill County, GA",Georgia,GA,Single Family Residential," $21,000.00 ",, 1.00 , 1.00 ,,,, 83.00 ,,0.00%
1/1/2013,1/31/2013,"Cherokee County, NC",North Carolina,NC,Single Family Residential," $100,000.00 "," $109,400.00 ", 17.00 , 4.00 , 42.00 , 198.00 , 11.60 , 163.00 ,92.61%,23.53%
1/1/2013,1/31/2013,"Yuma County, CO",Colorado,CO,Single Family Residential," $70,500.00 "," $50,950.00 ", 3.00 , 2.00 , 4.00 , 8.00 , 2.70 , 72.00 ,92.73%,0.00%
1/1/2013,1/31/2013,"Randolph County, IL",Illinois,IL,Single Family Residential," $26,000.00 "," $59,900.00 ", 8.00 , 4.00 , 12.00 , 56.00 , 7.00 , 116.00 ,89.34%,0.00%
1/1/2013,1/31/2013,"Wilkinson County, GA",Georgia,GA,Single Family Residential," $160,420.00 "," $132,650.00 ", 1.00 ,, 4.00 , 11.00 , 11.00 , 112.00 ,139.50%,100.00%
1/1/2013,1/31/2013,"Olmsted County, MN",Minnesota,MN,Single Family Residential," $165,000.00 "," $154,900.00 ", 94.00 , 30.00 , 119.00 , 752.00 , 8.00 , 175.00 ,98.37%,19.15%
1/1/2013,1/31/2013,"Etowah County, AL",Alabama,AL,Single Family Residential," $75,000.00 "," $106,400.00 ", 53.00 , 22.00 , 66.00 , 265.00 , 5.00 , 100.00 ,88.60%,5.66%
1/1/2013,1/31/2013,"St. Clair County, AL",Alabama,AL,Single Family Residential," $140,000.00 "," $139,900.00 ", 57.00 , 18.00 , 63.00 , 326.00 , 5.70 , 113.00 ,95.85%,21.05%
1/1/2013,1/31/2013,"Otter Tail County, MN",Minnesota,MN,Single Family Residential," $112,000.00 "," $155,000.00 ", 33.00 , 7.00 , 33.00 , 398.00 , 12.10 , 236.00 ,89.95%,0.00%
1/1/2013,1/31/2013,"Multnomah County, OR",Oregon,OR,Single Family Residential," $249,000.00 "," $268,950.00 ", 490.00 , 380.00 , 552.00 ," 1,362.00 ", 2.80 , 54.00 ,98.27%,26.33%
1/1/2013,1/31/2013,"Logan County, CO",Colorado,CO,Single Family Residential," $91,000.00 "," $80,888.50 ", 17.00 , 5.00 , 14.00 , 45.00 , 2.60 , 132.00 ,94.20%,11.76%
1/1/2013,1/31/2013,"Macomb County, MI",Michigan,MI,Single Family Residential," $83,000.00 "," $94,900.00 ", 763.00 , 617.00 , 937.00 ," 2,602.00 ", 3.40 , 43.00 ,95.79%,23.98%
1/1/2013,1/31/2013,"Los Angeles County, CA",California,CA,Single Family Residential," $352,000.00 "," $399,000.00 "," 3,877.00 "," 3,665.00 "," 4,870.00 "," 7,028.00 ", 1.80 , 30.00 ,99.42%,38.25%
1/1/2013,1/31/2013,"Morgan County, GA",Georgia,GA,Single Family Residential," $115,000.00 "," $392,350.00 ", 9.00 , 3.00 , 10.00 , 83.00 , 9.20 , 104.00 ,88.53%,0.00%
1/1/2013,1/31/2013,"Humphreys County, TN",Tennessee,TN,Single Family Residential," $76,000.00 "," $69,000.00 ", 12.00 , 5.00 , 18.00 , 127.00 , 10.60 , 102.00 ,90.90%,8.33%
1/1/2013,1/31/2013,"Dutchess County, NY",New York,NY,Single Family Residential," $255,500.00 "," $250,000.00 ", 54.00 , 32.00 , 100.00 , 542.00 , 10.00 , 129.00 ,94.57%,3.70%
1/1/2013,1/31/2013,"Johnston County, NC",North Carolina,NC,Single Family Residential," $149,900.00 "," $160,000.00 ", 136.00 , 63.00 , 236.00 ," 1,121.00 ", 8.20 , 108.00 ,96.79%,17.65%
1/1/2013,1/31/2013,"Walla Walla County, WA",Washington,WA,Single Family Residential," $169,000.00 "," $163,700.00 ", 31.00 , 7.00 , 47.00 , 304.00 , 9.80 , 127.00 ,97.01%,16.13%
